channel_id,video_id,title,summary,views_in_period
UC-9b7aDP6ZN0coj9-xFnrtw,dqi6YWV7Ck4,This Model Explains WHY Heisenberg's Uncertainty Principle Happens | Theory of Everything Part 2,"The video explores how string theory could explain quantum phenomena—such as quantization, uncertainty, and wave-particle duality—by modeling particles as convergences of waves on fundamental strings, and hints at extending this to cover relativity in future episodes.",2002
UC-9b7aDP6ZN0coj9-xFnrtw,96_6FsGqdYQ,I want to change things.,"The creator of Astrum shares the channel’s growth journey, discusses the challenges of relying on YouTube's algorithm for educational space content, and invites viewers to support future projects and stability by joining their Patreon membership.",467
UC-9b7aDP6ZN0coj9-xFnrtw,f6rerulM6bc,How Scientifically Accurate Is Dune?,"This video from Astrum analyzes the scientific plausibility of key concepts from the Dune universe—such as planetary environments, interstellar travel, force fields, and sandworms—ultimately concluding that while imaginative, most are highly fictional or currently impossible.",12965
UC-9b7aDP6ZN0coj9-xFnrtw,yPhhVqjpnKE,What's NASA Trying to Find at the Bottom of the Ocean?,The video explores NASA's use of Earth's deep oceans—due to their similarities with conditions on distant icy moons like Europa—as a testing ground for developing technologies and strategies to search for extraterrestrial life in our solar system.,2306
UC-9b7aDP6ZN0coj9-xFnrtw,vI2bkiXzpuk,Aftermath of the 2024 Noto Japan Earthquake (And Why It Took Scientists Completely By Surprise),"The video explains the unusual geological factors behind the deadly January 2024 Noto Peninsula earthquake in Japan, its surprising impacts, and how ongoing scientific research and advanced engineering help mitigate earthquake risks in such vulnerable regions.",544
UC-9b7aDP6ZN0coj9-xFnrtw,Fg0NX1NW4oQ,The Closest Planet Outside Our Solar System Is Within Reach | Proxima Centauri,"This video explores Proxima Centauri, our closest stellar neighbor, detailing its properties, discovery, the recent detection of potentially habitable exoplanets, ongoing scientific debates, and ambitious future plans to send probes for direct exploration.",35219
UC-9b7aDP6ZN0coj9-xFnrtw,JruiT2YU0AQ,Quasar Spotted in the Milky Way!,"The video explains how microquasars—smaller, less powerful versions of quasars—exist within our Milky Way, and how studying objects like SS 433 helps scientists better understand the extreme physics of quasars throughout the universe.",2351
UC-9b7aDP6ZN0coj9-xFnrtw,t5tzbu_Hvts,What Did ESA See Around Mercury? | BepiColombo,"The video explores the challenges and scientific goals of the BepiColombo mission to Mercury, detailing its journey, recent findings from flybys, and its plan to enhance our understanding of Mercury’s geology, magnetic field, and exosphere upon arrival in 2025.",4421
UC-9b7aDP6ZN0coj9-xFnrtw,jN1y9kHTPSc,A Shift in the Earth's Cycles Is Coming - Will It Affect You?,"This video explains the major natural cycles shaping Earth's climate—such as Milankovitch cycles, El Niño/La Niña, jet streams, geomagnetic reversals, solar and lunar influences—and concludes that while these cycles are significant, recent rapid global warming is primarily due to human activity.",43268
UC-9b7aDP6ZN0coj9-xFnrtw,WMFL_Ve9e2M,This Substance Is the Most Dangerous Threat to Earth,"This video from Astrum explores how melting polar ice, driven by human-induced climate change, is disrupting Earth's climate systems, potentially causing significant sea level rise, ecological threats, and extreme weather by 2100, while emphasizing the need for human adaptation and action.",1616
UC-9b7aDP6ZN0coj9-xFnrtw,JfF9OozCjas,These Images Explain Why Venera Went Silent on Venus | 4K,"This video explores the history and findings of robotic missions to Venus, revealing its extreme atmospheric and surface conditions, mysterious chemical composition, surface mapping via radar, and the ongoing search for potential signs of microbial life.",3480
UC-9b7aDP6ZN0coj9-xFnrtw,JRHwq1DIgbI,What They Didn't Teach You in School About Jupiter | Our Solar System's Planets,"This video provides a comprehensive overview of Jupiter, exploring its immense mass, storms, gravitational influence on the solar system, unique atmospheric features, magnetosphere, rings, and moons, highlighting its vital protective role and ongoing scientific exploration.",76262
UC-9b7aDP6ZN0coj9-xFnrtw,8yo-SbH-Y2Q,"Betelgeuse looks a lot stranger than we thought, and physics shouldn't allow it","The video explores whether the giant star Betelgeuse is truly rotating at an unusually high speed or if turbulent surface activity is creating an optical illusion, highlighting new research and the need for higher-resolution observations to resolve the mystery.",2835
UC-9b7aDP6ZN0coj9-xFnrtw,kC6CrUZcW-A,Why It's Harder to Crash Into The Sun Than to Leave The Solar System,"This video explains why sending Earth's toxic waste, especially nuclear waste, into the Sun is extremely difficult, risky, and expensive due to orbital mechanics, fuel requirements, and the high potential for catastrophic launch failures, making safer earthbound disposal methods more practical.",239
UC-9b7aDP6ZN0coj9-xFnrtw,wFTGP7-n3J8,What They Didn't Teach You in School About Mars | Our Solar System's Planets 4K,"This video explores the fascinating features of Mars—its similarities and differences with Earth, stunning 4K imagery, active geology, unique atmosphere, moons, and dust storms—highlighting why it captivates scientists and may be humanity's next destination.",41999
UC-9b7aDP6ZN0coj9-xFnrtw,mrYjJ9Jl9dA,What They Didn't Teach You in School About Earth | Our Solar System's Planets,"This video from Astrum explores what makes Earth unique in the universe, covering its structure, atmosphere, timekeeping, seasons, magnetic field, plate tectonics, water cycle, and the vital role of the Moon in supporting life.",5070
UC-9b7aDP6ZN0coj9-xFnrtw,lUYNQDAa3cI,Physics Gets Weird at the End of the Universe,"The video explores the four main scientific theories for how the universe might end—Heat Death (Big Freeze), Big Crunch, Big Rip, and Big Bounce—explaining how each depends on the nature of dark energy and our universe’s evolving physics.",2088
UC-9b7aDP6ZN0coj9-xFnrtw,Cp51BYfV5Sc,Mars Is Doing Something Weird at Night,"This video argues that while Mars’ surface is being explored for evidence of past life, the most likely place for living organisms today is deep beneath the Martian surface, in protected underground environments similar to Earth’s deep biosphere.",1131
UC-9b7aDP6ZN0coj9-xFnrtw,DSwXdGeuFQg,"You guys are awesome, thanks for the 2 million subs","The creator of Astrum celebrates reaching 2 million subscribers by reflecting on the channel’s 11-year journey, highlighting its most impactful videos about space and science, and expressing deep gratitude to viewers and supporters.",53
UC-9b7aDP6ZN0coj9-xFnrtw,dDc6UH7EEe0,"The Star Explosion So Powerful, It Compressed Our Atmosphere from 2 Billion Light Years Away","The video explores the unprecedented ""BOAT"" gamma-ray burst of 2022—the brightest ever observed—and examines how its unusual properties challenge our understanding of gamma-ray bursts, heavy element formation, and possibly even the Standard Model of physics.",2728
UC-9b7aDP6ZN0coj9-xFnrtw,UyzBoUvN3PM,What Voyager Detected at the Edge of the Solar System,"This video chronicles the Voyager 1 and 2 missions, detailing their groundbreaking exploration of the outer planets, discoveries about moons and planetary rings, historic entry into interstellar space, and their enduring legacy as humanity’s farthest-traveled spacecraft.",336440
UC-9b7aDP6ZN0coj9-xFnrtw,DhLm_4pBrso,What They Didn't Teach You in School about Neptune | Our Solar System's Planets,"This video explores the fascinating planet Neptune, covering its discovery, unique dynamic atmosphere, extreme weather, internal structure, rings, and moons—especially Triton—highlighting what makes Neptune distinct among the outer planets of our solar system.",60435
UC-9b7aDP6ZN0coj9-xFnrtw,85WVpofrCFk,How Are Ghost Particles Affecting Earth? | IceCube Observatory Discovery,"This video explores the IceCube Neutrino Observatory in Antarctica, explaining how it detects elusive neutrinos using sensors embedded deep in ice, and how this helps scientists study extreme cosmic events and expand our understanding of the universe.",388
UC-9b7aDP6ZN0coj9-xFnrtw,yV0ArmJDtd8,NASA Tried to Screw Astronauts Over Money - and Paid the Price Big Time,"The Apollo 15 postal scandal saw astronauts secretly carry unauthorized postal covers to the Moon for profit, leading to a major controversy, congressional hearings, damaged reputations, and lasting restrictions on what personal items astronauts may take into space.",112
